org.apache.commons.math4.stat.descriptive.rank:PSquarePercentile:toString:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.ml.clustering:FuzzyKMeansClusterer:getK:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat.inference:OneWayAnova:anovaStats:Collection<double[]>#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.fitting.leastsquares:OptimumImpl:getCost:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.linear:OpenMapRealVector:unitVector:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat.descriptive:SummaryStatistics:getMeanImpl:null#[0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.util:Pair:getValue:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat:StatUtils:populationVariance:double[]+int+int#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.genetics:ChromosomePair:getFirst:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat.descriptive.rank:Max:getN:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.geometry.euclidean.oned:Euclidean1D:getSubSpace:null#[0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.distribution:WeibullDistribution:getSolverAbsoluteAccuracy:null#[0.00, 0.01, 0.01, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.filter:KalmanFilter:getErrorCovariance:null#[0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.linear:BlockFieldMatrix:setColumn:int+T[]#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat.descriptive:DescriptiveStatistics:getVarianceImpl:null#[0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.ml.neuralnet:Network:createNeuron:double[]#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.geometry.euclidean.oned:Vector1D:getX:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.ode:ExpandableStatefulODE:getTotalDimension:null#[0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.ode:AbstractIntegrator:getCurrentSignedStepsize:null#[0.00, 0.01, 0.01, 0.00, 0.02, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat.descriptive.rank:Percentile:index:double+int#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat:Frequency:incrementValue:int+long#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.util:FastMath:subtractExact:int+int#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.analysis.solvers:UnivariateSolverUtils:bracket:UnivariateFunction+double+double+double#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.analysis.differentiation:DSCompiler:cosh:double[]+int+double[]+int#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat.descriptive.rank:Percentile:setQuantile:double#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat.descriptive.rank:Min:getN:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.random:RandomDataGenerator:nextBinomial:int+double#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.distribution:LogNormalDistribution:getNumericalMean:null#[0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat.inference:GTest:entropy:long[][]#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.analysis.function:Acos:value:double#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat.descriptive:AbstractStorelessUnivariateStatistic:evaluate:double[]+int+int#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.random:BitsStreamGenerator:nextBytes:byte[]#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat.descriptive:SummaryStatistics:hashCode:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.dfp:Dfp:isInfinite:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.ode:AbstractIntegrator:setStateInitialized:boolean#[0.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.geometry.euclidean.threed:FieldRotation:getQ3:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.linear:RealVector:mapDivide:double#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.geometry.euclidean.oned:Vector1D:distanceInf:Vector<Euclidean1D>#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.optim.nonlinear.scalar.noderiv:CMAESOptimizer:sequence:double+double+double#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.util:MathArrays:convolve:double[]+double[]#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.analysis.differentiation:DerivativeStructure:floor:null#[0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.linear:SparseFieldMatrix:copy:null#[0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat.regression:SimpleRegression:getSlopeConfidenceInterval:null#[0.00, 0.01, 0.01, 0.00, 0.03, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.linear:BlockFieldMatrix:getColumn:int#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.linear:FieldLUDecomposition:getU:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.fraction:BigFraction:multiply:BigFraction#[0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.linear:AbstractFieldMatrix:getColumn:int#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat.inference:TestUtils:gTest:double[]+long[]#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.util:FastMath:sqrt:double#[0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.optim.univariate:SearchInterval:getMax:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.linear:Array2DRowFieldMatrix:preMultiply:T[]#[0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.linear:SparseFieldVector:mapAdd:T#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.linear:ArrayFieldVector:walkInOptimizedOrder:FieldVectorChangingVisitor<T>+int+int#[0.00, 0.02, 0.01, 0.00, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.fraction:Fraction:multiply:Fraction#[0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.geometry.spherical.oned:SubLimitAngle:buildNew:Hyperplane<Sphere1D>+Region<Sphere1D>#[0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.analysis.function:Asin:value:DerivativeStructure#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.dfp:DfpMath:atanInternal:Dfp#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.fraction:Fraction:equals:Object#[0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat.descriptive.rank:Percentile:evaluate:double[]+int+int+double#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.linear:SparseFieldVector:walkInDefaultOrder:FieldVectorPreservingVisitor<T>+int+int#[0.00, 0.02, 0.01, 0.00, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.distribution:TriangularDistribution:getMode:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.distribution.fitting:MultivariateNormalMixtureExpectationMaximization:fit:MixtureMultivariateNormalDistribution#[0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.linear:AbstractFieldMatrix:getData:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.util:FastMath:decrementExact:int#[0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.complex:Quaternion:toString:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.analysis:FunctionUtils:combine:BivariateFunction+UnivariateFunction+UnivariateFunction#[0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.geometry.euclidean.oned:Vector1D:getNorm:null#[0.00, 0.00, 0.01, 0.00, 0.00, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.random:BitsStreamGenerator:nextGaussian:null#[0.00, 0.00, 0.00, 0.00, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.util:ResizableDoubleArray:setElement:int+double#[0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.geometry.spherical.twod:Vertex:bindWith:Circle#[0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.ode.nonstiff:AdaptiveStepsizeFieldIntegrator:setInitialStepSize:T#[0.00, 0.02, 0.01, 0.00, 0.03, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.util:Decimal64:scalb:int#[0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.util:MathArrays:checkNonNegative:long[]#[0.01, 0.01, 0.01, 0.00, 0.02, 0.01, 0.02, 0.00, 0.00, 0.01]
org.apache.commons.math4.geometry.euclidean.threed:Vector3D:distance1:Vector3D+Vector3D#[0.01, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.linear:AbstractFieldMatrix:multiply:FieldMatrix<T>#[0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat.descriptive.moment:Variance:copy:null#[0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.fitting.leastsquares:OptimumImpl:getResiduals:null#[0.01, 0.00, 0.01, 0.00, 0.00, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.optim.linear:SimplexTableau:getBasicRow:int#[0.01, 0.00, 0.01, 0.00, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.analysis.differentiation:FiniteDifferencesDifferentiator:getNbPoints:null#[0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.02, 0.00, 0.00, 0.00]
org.apache.commons.math4.dfp:DfpMath:exp:Dfp#[0.01, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.fraction:AbstractFormat:setDenominatorFormat:NumberFormat#[0.01, 0.01, 0.01, 0.01, 0.02, 0.01, 0.02, 0.00, 0.00, 0.00]
org.apache.commons.math4.distribution:GeometricDistribution:inverseCumulativeProbability:double#[0.01, 0.01, 0.01, 0.00, 0.02, 0.01, 0.02, 0.00, 0.00, 0.01]
org.apache.commons.math4.distribution:TDistribution:getSolverAbsoluteAccuracy:null#[0.00, 0.01, 0.01, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.ml.clustering:DBSCANClusterer:merge:List<T>+List<T>#[0.01, 0.00, 0.01, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.ode.nonstiff:DormandPrince853FieldIntegrator:getOrder:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat.descriptive:MultivariateSummaryStatistics:getSumLog:null#[0.01, 0.01, 0.01, 0.01, 0.02, 0.01, 0.02, 0.00, 0.00, 0.00]
org.apache.commons.math4.linear:AbstractRealMatrix:getRowMatrix:int#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat.inference:TestUtils:kolmogorovSmirnovTest:RealDistribution+double[]+boolean#[0.01, 0.01, 0.01, 0.00, 0.02, 0.00, 0.01, 0.00, 0.00, 0.01]
org.apache.commons.math4.analysis.function:Gaussian:value:double#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.optim.linear:SimplexTableau:isOptimal:null#[0.01, 0.00, 0.00, 0.00, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.util:Combinations:comparator:null#[0.01, 0.00, 0.01, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.random:RandomDataGenerator:nextUniform:double+double+boolean#[0.01, 0.00, 0.00, 0.00, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.analysis.interpolation:TricubicInterpolatingFunction:searchIndex:double+double[]#[0.01, 0.00, 0.01, 0.00, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.geometry.spherical.twod:Sphere2D:readResolve:null#[0.01, 0.00, 0.01, 0.00, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.fraction:BigFraction:equals:Object#[0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.ml.clustering:FuzzyKMeansClusterer:getEpsilon:null#[0.01, 0.00, 0.01, 0.00, 0.00, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat.descriptive.moment:VectorialMean:getResult:null#[0.01, 0.00, 0.01, 0.00, 0.00, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.random:RandomAdaptor:nextLong:null#[0.01, 0.00, 0.00, 0.00, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.optim.univariate:BracketFinder:getFHi:null#[0.01, 0.01, 0.02, 0.01, 0.02, 0.01, 0.02, 0.00, 0.00, 0.00]
org.apache.commons.math4.optim:PointVectorValuePair:getPoint:null#[0.01, 0.00, 0.01, 0.00, 0.00, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.random:RandomDataGenerator:nextPoisson:double#[0.01, 0.00, 0.01, 0.00, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.ode.sampling:AbstractStepInterpolator:setSoftPreviousTime:double#[0.01, 0.00, 0.01, 0.00, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.ode.nonstiff:AdaptiveStepsizeFieldIntegrator:sanityChecks:FieldODEState<T>+T#[0.01, 0.00, 0.01, 0.00, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.geometry.euclidean.threed:PolyhedronsSet:rotate:Vector3D+Rotation#[0.01, 0.00, 0.01, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.linear:AbstractFieldMatrix:preMultiply:FieldMatrix<T>#[0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.linear:FieldLUDecomposition:getDeterminant:null#[0.01, 0.00, 0.01, 0.00, 0.00, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.analysis.interpolation:LoessInterpolator:checkAllFiniteReal:double[]#[0.01, 0.02, 0.02, 0.00, 0.05, 0.00, 0.02, 0.00, 0.00, 0.00]
org.apache.commons.math4.analysis.differentiation:SparseGradient:linearCombination:SparseGradient+SparseGradient+SparseGradient+SparseGradient+SparseGradient+SparseGradient#[0.01, 0.00, 0.01, 0.00, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.linear:OpenMapRealVector:copy:null#[0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.ode.nonstiff:GraggBulirschStoerIntegrator:addStepHandler:StepHandler#[0.01, 0.01, 0.01, 0.01, 0.03, 0.01, 0.02, 0.00, 0.00, 0.00]
org.apache.commons.math4.exception.util:ExceptionContext:writeObject:ObjectOutputStream#[0.01, 0.00, 0.01, 0.00, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.geometry.euclidean.threed:Plane:toSpace:Point<Euclidean2D>#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.geometry.spherical.oned:S1Point:getVector:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.complex:ComplexFormat:getInstance:Locale#[0.01, 0.00, 0.01, 0.00, 0.00, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat.descriptive.rank:Percentile:withKthSelector:KthSelector#[0.01, 0.01, 0.01, 0.00, 0.03, 0.01, 0.02, 0.00, 0.00, 0.00]
org.apache.commons.math4.linear:ArrayRealVector:mapMultiplyToSelf:double#[0.01, 0.00, 0.02, 0.00, 0.04, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.optim.nonlinear.scalar.noderiv:CMAESOptimizer:getStatisticsMeanHistory:null#[0.01, 0.00, 0.02, 0.00, 0.04, 0.02, 0.02, 0.00, 0.00, 0.00]
org.apache.commons.math4.ode:ExpandableStatefulODE:setPrimaryState:double[]#[0.01, 0.00, 0.01, 0.01, 0.01, 0.01, 0.02, 0.00, 0.00, 0.00]
org.apache.commons.math4.distribution:FDistribution:getSolverAbsoluteAccuracy:null#[0.00, 0.01, 0.01, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.geometry.euclidean.threed:Vector3D:add:double+Vector<Euclidean3D>#[0.01, 0.00, 0.01, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.analysis.differentiation:SparseGradient:numVars:null#[0.01, 0.00, 0.01, 0.00, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.util:IterationManager:fireTerminationEvent:IterationEvent#[0.01, 0.02, 0.01, 0.00, 0.03, 0.01, 0.03, 0.00, 0.00, 0.01]
org.apache.commons.math4.optim.linear:LinearConstraint:getValue:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.analysis.interpolation:PiecewiseBicubicSplineInterpolatingFunction:isValidPoint:double+double#[0.01, 0.01, 0.01, 0.01, 0.02, 0.01, 0.02, 0.00, 0.00, 0.00]
org.apache.commons.math4.distribution:NakagamiDistribution:isSupportConnected:null#[0.00, 0.02, 0.02, 0.01, 0.02, 0.02, 0.02, 0.00, 0.00, 0.00]
org.apache.commons.math4.linear:SchurTransformer:getNorm:null#[0.00, 0.00, 0.01, 0.00, 0.00, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.ode:AbstractFieldIntegrator:getStepStart:null#[0.00, 0.02, 0.02, 0.01, 0.02, 0.01, 0.02, 0.00, 0.00, 0.00]
org.apache.commons.math4.fraction:BigFraction:multiply:long#[0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.util:ArithmeticUtils:subAndCheck:int+int#[0.02, 0.02, 0.01, 0.00, 0.03, 0.01, 0.03, 0.00, 0.00, 0.01]
org.apache.commons.math4.fraction:BigFraction:divide:BigInteger#[0.01, 0.00, 0.01, 0.00, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat.descriptive:SynchronizedSummaryStatistics:toString:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.ode:ContinuousOutputModel:getInterpolatedState:null#[0.01, 0.00, 0.01, 0.01, 0.01, 0.01, 0.02, 0.00, 0.00, 0.00]
org.apache.commons.math4.distribution:LevyDistribution:getSupportLowerBound:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat.descriptive:AbstractUnivariateStatistic:getData:null#[0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat.descriptive.summary:SumOfSquares:copy:null#[0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.linear:Array2DRowRealMatrix:walkInColumnOrder:RealMatrixPreservingVisitor+int+int+int+int#[0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.analysis.function:Subtract:value:double+double#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.stat.descriptive:SynchronizedMultivariateSummaryStatistics:setMaxImpl:StorelessUnivariateStatistic[]#[0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
org.apache.commons.math4.geometry.euclidean.threed:Plane:copySelf:null#[0.01, 0.00, 0.01, 0.00, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00]
org.apache.commons.math4.geometry.euclidean.oned:Vector1D:subtract:Vector<Euclidean1D>#[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
